clean,corrupted,correct_label,incorrect_label,correct_idx,incorrect_idx
air panasnya tidak stabil . [ [S] [A] [O],alat tulis sudah stabil . [ [S] [A] [O],[S] negative [A] air panasnya [O] tidak stabil,[S] positive [A] alat tulis [O] sudah stabil,"[[508, 50, 60, 8225, 508, 32, 60, 3720, 7215, 300, 22891, 508, 46, 60, 27281, 26184]]","[[508, 50, 60, 6785, 508, 32, 60, 452, 266, 60936, 285, 508, 46, 60, 49796, 26184]]"
air panasnya tidak stabil . [ [O] [A] [S],alat tulis sudah stabil . [ [O] [A] [S],[O] tidak stabil [A] air panasnya [S] negative,[O] sudah stabil [A] alat tulis [S] positive,"[[508, 46, 60, 27281, 26184, 508, 32, 60, 3720, 7215, 300, 22891, 508, 50, 60, 8225]]","[[508, 46, 60, 49796, 26184, 508, 32, 60, 452, 266, 60936, 285, 508, 50, 60, 6785]]"
air panasnya tidak stabil . [ [O] [S] [A],alat tulis sudah stabil . [ [O] [S] [A],[O] tidak stabil [S] negative [A] air panasnya,[O] sudah stabil [S] positive [A] alat tulis,"[[508, 46, 60, 27281, 26184, 508, 50, 60, 8225, 508, 32, 60, 3720, 7215, 300, 22891]]","[[508, 46, 60, 49796, 26184, 508, 50, 60, 6785, 508, 32, 60, 452, 266, 60936, 285]]"
sarapannya kurang enak . [ [A] [O] [S],pohonnya sangat lezat . [ [A] [O] [S],[A] sarapannya [O] kurang enak [S] negative,[A] pohonnya [O] sangat lezat [S] positive,"[[508, 32, 60, 28047, 391, 71098, 508, 46, 60, 27265, 524, 662, 585, 508, 50, 60, 8225]]","[[508, 32, 60, 281, 98592, 22891, 508, 46, 60, 70464, 512, 89, 266, 508, 50, 60, 6785]]"
sarapannya kurang enak . [ [A] [S] [O],pohonnya sangat lezat . [ [A] [S] [O],[A] sarapannya [S] negative [O] kurang enak,[A] pohonnya [S] positive [O] sangat lezat,"[[508, 32, 60, 28047, 391, 71098, 508, 50, 60, 8225, 508, 46, 60, 27265, 524, 662, 585]]","[[508, 32, 60, 281, 98592, 22891, 508, 50, 60, 6785, 508, 46, 60, 70464, 512, 89, 266]]"
sarapannya kurang enak . [ [S] [A] [O],pohonnya sangat lezat . [ [S] [A] [O],[S] negative [A] sarapannya [O] kurang enak,[S] positive [A] pohonnya [O] sangat lezat,"[[508, 50, 60, 8225, 508, 32, 60, 28047, 391, 71098, 508, 46, 60, 27265, 524, 662, 585]]","[[508, 50, 60, 6785, 508, 32, 60, 281, 98592, 22891, 508, 46, 60, 70464, 512, 89, 266]]"
sarapannya kurang enak . [ [O] [A] [S],pohonnya sangat lezat . [ [O] [A] [S],[O] kurang enak [A] sarapannya [S] negative,[O] sangat lezat [A] pohonnya [S] positive,"[[508, 46, 60, 27265, 524, 662, 585, 508, 32, 60, 28047, 391, 71098, 508, 50, 60, 8225]]","[[508, 46, 60, 70464, 512, 89, 266, 508, 32, 60, 281, 98592, 22891, 508, 50, 60, 6785]]"
sarapannya kurang enak . [ [O] [S] [A],pohonnya sangat lezat . [ [O] [S] [A],[O] kurang enak [S] negative [A] sarapannya,[O] sangat lezat [S] positive [A] pohonnya,"[[508, 46, 60, 27265, 524, 662, 585, 508, 50, 60, 8225, 508, 32, 60, 28047, 391, 71098]]","[[508, 46, 60, 70464, 512, 89, 266, 508, 50, 60, 6785, 508, 32, 60, 281, 98592, 22891]]"
ac nya panas . [ [A] [O] [S],es nya dingin . [ [A] [O] [S],[A] ac nya [O] panas [S] negative,[A] es nya [O] dingin [S] positive,"[[508, 32, 60, 1613, 75189, 508, 46, 60, 7215, 300, 508, 50, 60, 8225]]","[[508, 32, 60, 1531, 75189, 508, 46, 60, 66442, 258, 508, 50, 60, 6785]]"
ac nya panas . [ [A] [S] [O],es nya dingin . [ [A] [S] [O],[A] ac nya [S] negative [O] panas,[A] es nya [S] positive [O] dingin,"[[508, 32, 60, 1613, 75189, 508, 50, 60, 8225, 508, 46, 60, 7215, 300]]","[[508, 32, 60, 1531, 75189, 508, 50, 60, 6785, 508, 46, 60, 66442, 258]]"
ac nya panas . [ [S] [A] [O],es nya dingin . [ [S] [A] [O],[S] negative [A] ac nya [O] panas,[S] positive [A] es nya [O] dingin,"[[508, 50, 60, 8225, 508, 32, 60, 1613, 75189, 508, 46, 60, 7215, 300]]","[[508, 50, 60, 6785, 508, 32, 60, 1531, 75189, 508, 46, 60, 66442, 258]]"
ac nya panas . [ [O] [A] [S],es nya dingin . [ [O] [A] [S],[O] panas [A] ac nya [S] negative,[O] dingin [A] es nya [S] positive,"[[508, 46, 60, 7215, 300, 508, 32, 60, 1613, 75189, 508, 50, 60, 8225]]","[[508, 46, 60, 66442, 258, 508, 32, 60, 1531, 75189, 508, 50, 60, 6785]]"
ac nya panas . [ [O] [S] [A],es nya dingin . [ [O] [S] [A],[O] panas [S] negative [A] ac nya,[O] dingin [S] positive [A] es nya,"[[508, 46, 60, 7215, 300, 508, 50, 60, 8225, 508, 32, 60, 1613, 75189]]","[[508, 46, 60, 66442, 258, 508, 50, 60, 6785, 508, 32, 60, 1531, 75189]]"
wifi kurang kencang . [ [A] [O] [S],bon cukup kencang . [ [A] [O] [S],[A] wifi [O] kurang kencang [S] negative,[A] bon [O] cukup kencang [S] positive,"[[508, 32, 60, 33417, 508, 46, 60, 27265, 524, 595, 954, 524, 508, 50, 60, 8225]]","[[508, 32, 60, 7814, 508, 46, 60, 92743, 454, 595, 954, 524, 508, 50, 60, 6785]]"
wifi kurang kencang . [ [A] [S] [O],bon cukup kencang . [ [A] [S] [O],[A] wifi [S] negative [O] kurang kencang,[A] bon [S] positive [O] cukup kencang,"[[508, 32, 60, 33417, 508, 50, 60, 8225, 508, 46, 60, 27265, 524, 595, 954, 524]]","[[508, 32, 60, 7814, 508, 50, 60, 6785, 508, 46, 60, 92743, 454, 595, 954, 524]]"
wifi kurang kencang . [ [S] [A] [O],bon cukup kencang . [ [S] [A] [O],[S] negative [A] wifi [O] kurang kencang,[S] positive [A] bon [O] cukup kencang,"[[508, 50, 60, 8225, 508, 32, 60, 33417, 508, 46, 60, 27265, 524, 595, 954, 524]]","[[508, 50, 60, 6785, 508, 32, 60, 7814, 508, 46, 60, 92743, 454, 595, 954, 524]]"
wifi kurang kencang . [ [O] [A] [S],bon cukup kencang . [ [O] [A] [S],[O] kurang kencang [A] wifi [S] negative,[O] cukup kencang [A] bon [S] positive,"[[508, 46, 60, 27265, 524, 595, 954, 524, 508, 32, 60, 33417, 508, 50, 60, 8225]]","[[508, 46, 60, 92743, 454, 595, 954, 524, 508, 32, 60, 7814, 508, 50, 60, 6785]]"
wifi kurang kencang . [ [O] [S] [A],bon cukup kencang . [ [O] [S] [A],[O] kurang kencang [S] negative [A] wifi,[O] cukup kencang [S] positive [A] bon,"[[508, 46, 60, 27265, 524, 595, 954, 524, 508, 50, 60, 8225, 508, 32, 60, 33417]]","[[508, 46, 60, 92743, 454, 595, 954, 524, 508, 50, 60, 6785, 508, 32, 60, 7814]]"
